# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8904		4719		3001
1		8453		4872		2948
2		8312		4917		2935
3		8244		4939		2928
4		8191		4956		2922
5		8158		4965		2919
6		8131		4975		2913
7		8111		4980		2910
8		8086		4988		2905
9		8068		4994		2902
10		8066		4996		2903
11		8058		4997		2901
12		8050		4999		2902
13		8035		5003		2899
14		8032		5005		2899
15		8011		5009		2895
16		8002		5011		2892
17		8000		5012		2892
18		7998		5013		2892
19		7995		5014		2890
20		7987		5016		2891
21		7987		5016		2891
22		7987		5016		2891
23		7983		5017		2891
24		7983		5017		2891
25		7977		5018		2891
26		7976		5019		2891
27		7971		5020		2890
28		7965		5021		2889
29		7961		5022		2889
30		7961		5022		2889
31		7960		5023		2888
32		7960		5023		2888
33		7955		5024		2888
34		7955		5024		2888
35		7955		5024		2888
36		7955		5024		2888
37		7955		5024		2888
38		7955		5024		2888
39		7955		5024		2888
40		7955		5024		2888
41		7945		5026		2888
42		7945		5026		2888
43		7945		5026		2888
44		7945		5026		2888
45		7945		5026		2888
46		7945		5026		2888
47		7945		5026		2888
48		7945		5026		2888
49		7945		5026		2888
50		7945		5026		2888
51		7945		5026		2888
52		7941		5027		2888
53		7941		5027		2888
54		7941		5027		2888
55		7941		5027		2888
56		7941		5027		2888
57		7941		5027		2888
58		7941		5027		2888
59		7937		5028		2889
60		7937		5028		2889
61		7937		5028		2889
62		7937		5028		2889
63		7937		5028		2889
64		7937		5028		2889
65		7937		5028		2889
66		7937		5028		2889
67		7937		5028		2889
68		7937		5028		2889
69		7937		5028		2889
70		7937		5028		2889
71		7937		5028		2889
72		7937		5028		2889
73		7937		5028		2889
74		7937		5028		2889
75		7937		5028		2889
76		7937		5028		2889
77		7937		5028		2889
78		7937		5028		2889
79		7937		5028		2889
80		7937		5028		2889
81		7937		5028		2889
82		7937		5028		2889
83		7937		5028		2889
84		7937		5028		2889
85		7937		5028		2889
86		7937		5028		2889
87		7937		5028		2889
88		7937		5028		2889
89		7937		5028		2889
90		7937		5028		2889
91		7937		5028		2889
92		7937		5028		2889
93		7937		5028		2889
94		7937		5028		2889
95		7937		5028		2889
96		7937		5028		2889
97		7937		5028		2889
98		7937		5028		2889
99		7937		5028		2889
100		7937		5028		2889
101		7937		5028		2889
102		7937		5028		2889
103		7937		5028		2889
104		7937		5028		2889
105		7937		5028		2889
106		7937		5028		2889
107		7933		5029		2889
108		7933		5029		2889
109		7933		5029		2889
110		7933		5029		2889
111		7933		5029		2889
112		7933		5029		2889
113		7933		5029		2889
114		7933		5029		2889
115		7933		5029		2889
116		7933		5029		2889
117		7929		5030		2889
118		7929		5030		2889
119		7929		5030		2889
120		7929		5030		2889
121		7929		5030		2889
122		7929		5030		2889
123		7929		5030		2889
124		7929		5030		2889
125		7929		5030		2889
126		7929		5030		2889
127		7929		5030		2889
128		7929		5030		2889
129		7929		5030		2889
130		7929		5030		2889
131		7929		5030		2889
132		7929		5030		2889
133		7929		5030		2889
134		7929		5030		2889
135		7929		5030		2889
136		7929		5030		2889
137		7925		5031		2889
138		7925		5031		2889
139		7925		5031		2889
140		7925		5031		2889
141		7925		5031		2889
142		7925		5031		2889
143		7925		5031		2889
144		7925		5031		2889
145		7925		5031		2889
146		7925		5031		2889
147		7925		5031		2889
148		7925		5031		2889
149		7925		5031		2889
150		7925		5031		2889
151		7925		5031		2889
152		7925		5031		2889
153		7925		5031		2889
154		7925		5031		2889
155		7925		5031		2889
156		7925		5031		2889
157		7925		5031		2889
158		7925		5031		2889
159		7925		5031		2889
160		7925		5031		2889
161		7925		5031		2889
162		7925		5031		2889
163		7925		5031		2889
164		7925		5031		2889
165		7925		5031		2889
166		7925		5031		2889
167		7925		5031		2889
168		7925		5031		2889
169		7925		5031		2889
170		7925		5031		2889
171		7925		5031		2889
