# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4653		2394		1074
1		4064		4789		1210
2		3890		7181		1261
3		3835		9570		1293
4		3763		11960		1303
5		3725		14349		1310
6		3686		16744		1324
7		3651		19137		1339
8		3603		21531		1346
9		3554		23925		1373
10		3496		26319		1346
11		3487		28711		1345
12		3501		31103		1350
13		3471		33497		1361
14		3450		35889		1374
15		3396		38284		1392
16		3372		40677		1395
17		3360		43070		1390
18		3360		45464		1398
19		3339		47857		1393
20		3310		50250		1413
21		3305		52643		1419
22		3318		55036		1414
23		3280		57430		1430
24		3289		59823		1460
25		3230		62215		1447
26		3244		64610		1427
27		3209		67003		1461
28		3239		69398		1463
29		3202		71792		1452
30		3233		74184		1452
31		3214		76576		1467
32		3215		78969		1464
33		3205		81363		1472
34		3211		83758		1463
35		3185		86150		1472
36		3216		88543		1469
37		3185		90937		1476
38		3184		93328		1480
39		3189		95721		1473
40		3179		98115		1473
41		3158		100505		1488
42		3156		102897		1492
43		3148		105289		1506
44		3155		107684		1486
45		3136		110078		1498
46		3141		112469		1503
47		3116		114863		1515
48		3095		117256		1492
49		3090		119650		1503
50		3091		122042		1498
51		3085		124435		1503
52		3092		126826		1478
53		3063		129218		1521
54		3066		131613		1497
55		3070		134005		1496
56		3056		136400		1512
57		3056		138792		1522
58		3050		141185		1523
59		3044		143580		1519
60		3033		145974		1523
61		3007		148368		1524
62		3040		150762		1530
63		3015		153156		1516
64		3018		155547		1530
65		3014		157939		1527
66		3005		160332		1547
67		2998		162722		1553
68		3010		165116		1548
69		3000		167511		1546
70		3002		169903		1545
71		2970		172298		1540
72		2976		174693		1536
73		2968		177086		1553
74		2988		179480		1536
75		2981		181873		1535
76		2973		184267		1531
77		2971		186660		1527
78		2955		189055		1550
79		2951		191450		1554
80		2947		193841		1545
81		2953		196235		1543
82		2937		198628		1530
83		2907		201021		1547
84		2911		203414		1554
85		2893		205808		1566
86		2884		208202		1570
87		2895		210597		1563
88		2892		212990		1569
89		2893		215381		1566
90		2892		217776		1565
91		2881		220171		1561
92		2874		222566		1574
93		2868		224961		1577
94		2878		227354		1575
95		2863		229747		1563
96		2875		232142		1574
97		2868		234534		1576
98		2868		236928		1570
99		2839		239322		1579
100		2852		241715		1579
101		2844		244108		1594
102		2844		246503		1580
103		2831		248898		1583
104		2836		251292		1577
105		2838		253685		1568
106		2842		256079		1563
107		2831		258472		1571
108		2840		260864		1583
109		2837		263259		1581
110		2827		265653		1598
111		2823		268046		1575
112		2836		270436		1571
113		2809		272829		1583
114		2806		275223		1589
115		2802		277618		1587
116		2798		280013		1600
117		2794		282404		1596
118		2796		284798		1594
119		2793		287192		1599
120		2793		289584		1597
121		2778		291978		1585
122		2778		294371		1592
123		2770		296765		1592
124		2771		299160		1599
125		2777		301554		1601
126		2787		303947		1606
127		2781		306340		1592
128		2788		308734		1610
129		2769		311129		1602
130		2778		313522		1604
131		2757		315917		1599
132		2766		318311		1604
133		2751		320704		1601
134		2763		323096		1605
135		2760		325487		1592
136		2760		327882		1593
137		2746		330273		1591
138		2748		332664		1597
139		2752		335057		1588
140		2751		337450		1606
141		2751		339845		1595
142		2752		342240		1591
143		2759		344633		1597
144		2762		347028		1607
145		2742		349422		1601
146		2752		351814		1615
147		2753		354207		1603
148		2755		356600		1605
149		2741		358992		1599
150		2753		361387		1611
151		2740		363781		1605
152		2739		366175		1605
153		2729		368570		1590
154		2735		370964		1601
155		2728		373357		1599
156		2735		375752		1614
157		2719		378147		1617
158		2721		380539		1622
159		2700		382933		1615
160		2703		385327		1620
161		2705		387721		1611
162		2718		390112		1618
163		2704		392507		1611
164		2704		394900		1619
165		2707		397295		1615
166		2713		399690		1614
167		2707		402082		1613
168		2702		404476		1623
