# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4865		2395		1452
1		4215		3115		1467
2		4002		3436		1503
3		3922		3621		1518
4		3863		3748		1526
5		3825		3846		1529
6		3801		3915		1536
7		3768		3978		1540
8		3761		4016		1543
9		3753		4052		1546
10		3746		4075		1545
11		3740		4093		1550
12		3736		4107		1552
13		3734		4117		1549
14		3731		4127		1551
15		3730		4136		1551
16		3729		4143		1552
17		3729		4149		1552
18		3729		4155		1552
19		3728		4160		1551
20		3728		4164		1551
21		3728		4168		1551
22		3725		4173		1551
23		3724		4176		1552
24		3724		4178		1552
25		3724		4180		1552
26		3724		4182		1552
27		3720		4185		1550
28		3720		4187		1550
29		3720		4189		1550
30		3720		4191		1550
31		3720		4193		1550
32		3720		4195		1550
33		3720		4197		1550
34		3718		4200		1551
35		3718		4202		1551
36		3717		4205		1552
37		3717		4205		1552
38		3717		4205		1552
39		3717		4205		1552
40		3717		4205		1552
41		3717		4205		1552
42		3717		4205		1552
43		3717		4205		1552
44		3717		4205		1552
45		3717		4205		1552
46		3717		4205		1552
47		3717		4205		1552
48		3717		4205		1552
49		3717		4205		1552
50		3717		4205		1552
51		3717		4205		1552
52		3717		4205		1552
53		3717		4205		1552
54		3717		4205		1552
55		3717		4205		1552
56		3717		4205		1552
57		3717		4205		1552
58		3717		4205		1552
59		3717		4205		1552
60		3717		4205		1552
61		3717		4205		1552
62		3717		4205		1552
63		3717		4205		1552
64		3717		4205		1552
65		3717		4205		1552
66		3717		4205		1552
67		3717		4205		1552
68		3717		4205		1552
69		3717		4205		1552
70		3717		4205		1552
71		3717		4205		1552
72		3717		4205		1552
73		3717		4205		1552
74		3717		4205		1552
75		3717		4205		1552
76		3717		4205		1552
77		3717		4205		1552
78		3717		4205		1552
79		3717		4205		1552
80		3717		4205		1552
81		3717		4205		1552
82		3717		4205		1552
83		3717		4205		1552
84		3717		4205		1552
85		3717		4205		1552
86		3717		4205		1552
87		3717		4205		1552
88		3717		4205		1552
89		3717		4205		1552
90		3717		4205		1552
91		3717		4205		1552
92		3717		4205		1552
93		3717		4205		1552
94		3717		4205		1552
95		3717		4205		1552
96		3717		4205		1552
97		3717		4205		1552
98		3717		4205		1552
99		3717		4205		1552
100		3717		4205		1552
101		3717		4205		1552
102		3717		4205		1552
103		3717		4205		1552
104		3717		4205		1552
105		3717		4205		1552
106		3717		4205		1552
107		3717		4205		1552
108		3717		4205		1552
109		3717		4205		1552
110		3717		4205		1552
111		3717		4205		1552
112		3717		4205		1552
113		3717		4205		1552
114		3717		4205		1552
115		3717		4205		1552
116		3717		4205		1552
117		3717		4205		1552
118		3717		4205		1552
