# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8795		4720		2996
1		8078		9438		3080
2		7683		14156		3162
3		7419		18874		3185
4		7103		23591		3243
5		6852		28304		3271
6		6673		33019		3284
7		6628		37736		3266
8		6545		42452		3292
9		6404		47168		3308
10		6166		51885		3299
11		6107		56600		3297
12		6084		61320		3332
13		5956		66034		3311
14		5842		70751		3319
15		5774		75465		3326
16		5741		80182		3335
17		5543		84899		3345
18		5586		89616		3328
19		5477		94332		3318
20		5458		99050		3339
21		5462		103767		3377
22		5519		108486		3370
23		5504		113202		3347
24		5502		117919		3377
25		5494		122634		3371
26		5601		127349		3379
27		5558		132065		3362
28		5589		136782		3361
29		5517		141501		3381
30		5619		146220		3398
31		5641		150937		3412
32		5614		155655		3435
33		5637		160372		3377
34		5611		165092		3414
35		5597		169812		3394
36		5693		174527		3397
37		5731		179245		3411
38		5648		183963		3392
39		5653		188680		3401
40		5619		193396		3440
41		5673		198112		3440
42		5605		202830		3425
43		5621		207547		3473
44		5672		212266		3454
45		5605		216985		3481
46		5555		221698		3450
47		5586		226417		3439
48		5574		231136		3442
49		5543		235855		3446
50		5519		240575		3461
51		5428		245294		3444
52		5375		250009		3451
53		5379		254725		3478
54		5402		259444		3485
55		5403		264162		3477
56		5375		268880		3449
57		5371		273598		3451
58		5401		278318		3421
59		5412		283033		3434
60		5399		287751		3432
61		5428		292466		3424
62		5412		297184		3402
63		5371		301901		3449
64		5339		306620		3450
65		5368		311337		3469
66		5405		316056		3484
67		5345		320775		3482
68		5305		325492		3500
69		5232		330211		3504
70		5196		334929		3497
71		5161		339644		3460
72		5185		344360		3461
73		5204		349077		3479
74		5254		353796		3452
75		5174		358513		3479
76		5258		363230		3529
77		5215		367947		3495
78		5232		372664		3508
79		5150		377382		3485
80		5149		382097		3473
81		5098		386816		3506
82		5040		391534		3504
83		4979		396246		3471
84		4882		400964		3480
85		4893		405681		3508
86		4877		410401		3487
87		4876		415117		3466
88		4925		419833		3536
89		4889		424550		3511
90		4853		429269		3506
91		4903		433986		3505
92		4898		438705		3489
93		4850		443423		3486
94		4790		448140		3534
95		4691		452858		3517
96		4659		457577		3516
97		4656		462293		3486
98		4658		467012		3483
99		4633		471730		3485
100		4675		476450		3470
101		4619		481170		3513
102		4610		485888		3486
103		4612		490607		3469
104		4541		495325		3498
105		4512		500044		3463
106		4521		504759		3491
107		4503		509475		3484
108		4528		514191		3518
109		4477		518910		3499
110		4517		523626		3490
111		4561		528345		3491
112		4515		533063		3482
113		4482		537779		3452
114		4454		542496		3478
115		4465		547212		3479
116		4500		551929		3448
117		4557		556647		3465
118		4514		561366		3466
119		4537		566083		3488
120		4497		570801		3514
121		4476		575514		3503
122		4516		580233		3472
123		4486		584949		3497
124		4478		589668		3483
125		4401		594386		3502
126		4367		599103		3489
127		4396		603821		3473
128		4396		608541		3504
129		4354		613259		3495
130		4367		617977		3497
131		4325		622696		3484
132		4340		627415		3455
133		4314		632134		3472
134		4239		636851		3485
135		4251		641568		3480
136		4230		646282		3478
137		4235		650998		3488
138		4262		655716		3489
139		4330		660435		3483
140		4255		665153		3487
141		4242		669868		3459
142		4263		674587		3492
143		4278		679302		3494
144		4297		684020		3509
145		4317		688736		3456
146		4283		693454		3495
147		4270		698171		3429
148		4167		702887		3462
149		4182		707604		3466
150		4158		712324		3466
151		4157		717042		3449
152		4156		721758		3454
153		4152		726478		3475
154		4196		731197		3484
155		4144		735916		3489
156		4034		740634		3463
157		4062		745353		3509
158		4085		750070		3486
159		4082		754785		3466
160		4059		759499		3483
161		4022		764217		3484
162		4019		768933		3451
163		4041		773652		3480
164		4055		778369		3476
165		4055		783086		3476
166		4023		787803		3457
167		3981		792520		3464
