# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		590473		63729		45773
1		491856		127228		45434
2		328121		165391		47102
3		253962		189853		47224
4		222350		205824		47255
5		204738		217054		47302
6		195279		225212		47395
7		189887		231409		47369
8		185697		236432		47436
9		182399		240667		47463
10		179014		244302		47474
11		176618		247383		47446
12		175103		250022		47407
13		174113		252183		47406
14		173145		254124		47424
15		172432		255845		47464
16		171788		257236		47498
17		171396		258466		47462
18		171001		259514		47451
19		170725		260448		47484
20		170476		261219		47446
21		170275		261946		47408
22		170156		262572		47417
23		170023		263156		47417
24		169835		263688		47418
25		169690		264178		47421
26		169559		264710		47435
27		169414		265172		47445
28		169210		265600		47449
29		169064		265959		47439
30		169026		266294		47459
31		168961		266685		47469
32		168861		266991		47480
33		168843		267309		47487
34		168784		267620		47475
35		168707		267941		47472
36		168615		268222		47470
37		168573		268486		47478
38		168519		268735		47470
39		168443		268994		47470
40		168413		269208		47456
41		168366		269408		47478
42		168319		269631		47476
43		168268		269835		47461
44		168244		270020		47471
45		168209		270216		47453
46		168150		270385		47455
47		168114		270528		47450
48		168098		270678		47450
49		168043		270815		47449
50		168026		270954		47458
51		168001		271055		47457
52		167954		271157		47463
53		167930		271243		47463
54		167925		271346		47471
55		167908		271465		47475
56		167904		271554		47472
57		167884		271661		47478
58		167856		271760		47473
59		167854		271846		47479
60		167839		271938		47480
61		167830		272027		47471
62		167816		272112		47483
63		167799		272204		47472
64		167770		272291		47483
65		167737		272364		47484
66		167728		272440		47479
67		167720		272524		47477
68		167718		272596		47469
69		167713		272663		47463
70		167697		272725		47464
71		167681		272808		47451
72		167661		272876		47460
73		167644		272945		47455
74		167645		273000		47456
75		167635		273053		47464
76		167631		273091		47461
77		167601		273138		47461
78		167601		273171		47461
79		167581		273210		47453
80		167581		273249		47457
81		167602		273291		47451
82		167605		273338		47455
83		167588		273390		47460
84		167589		273427		47457
85		167586		273467		47468
86		167565		273516		47469
87		167550		273568		47465
88		167539		273618		47460
89		167526		273657		47462
90		167516		273700		47460
91		167505		273740		47457
92		167487		273774		47461
93		167491		273801		47461
94		167478		273826		47460
95		167479		273845		47463
96		167488		273868		47459
97		167473		273893		47457
98		167462		273922		47455
99		167454		273952		47453
100		167462		273969		47456
101		167454		273991		47462
102		167451		274006		47462
103		167459		274026		47458
104		167449		274050		47458
