# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		590473		63729		45773
1		492764		127313		45738
2		297859		167141		46881
3		230268		191192		47294
4		206700		206763		47291
5		195512		217710		47427
6		187897		226056		47545
7		182277		232711		47565
8		177357		238313		47586
9		173989		243007		47570
10		171038		247135		47520
11		168094		250673		47596
12		166265		253844		47605
13		164717		256756		47575
14		161443		259565		47584
15		155843		262333		47599
16		154403		264635		47645
17		153473		266722		47624
18		152685		268583		47637
19		152057		270219		47648
20		151460		271760		47643
21		150684		273380		47646
22		149983		274926		47661
23		149478		276345		47703
24		148994		277694		47687
25		148346		279015		47680
26		147754		280455		47687
27		146825		281959		47649
28		145871		283499		47664
29		144838		285085		47685
30		143876		286741		47650
31		142980		288259		47670
32		142363		289735		47675
33		141685		291106		47705
34		141232		292370		47674
35		140806		293580		47692
36		140432		294734		47671
37		140027		295794		47722
38		139699		296790		47712
39		139413		297651		47705
40		139164		298404		47698
41		138945		299068		47702
42		138770		299651		47679
43		138599		300148		47673
44		138474		300624		47686
45		138373		301055		47682
46		138279		301457		47690
47		138207		301810		47691
48		138085		302198		47689
49		137999		302524		47695
50		137934		302834		47676
51		137887		303113		47669
52		137806		303385		47696
53		137783		303631		47688
54		137718		303882		47690
55		137675		304088		47692
56		137642		304286		47680
57		137590		304480		47698
58		137566		304667		47707
59		137505		304855		47711
60		137486		305012		47714
61		137441		305188		47707
62		137423		305327		47699
63		137385		305480		47707
64		137353		305620		47694
65		137347		305763		47691
66		137330		305894		47692
67		137280		306045		47693
68		137248		306157		47685
69		137249		306262		47695
70		137223		306368		47696
71		137217		306462		47697
72		137190		306559		47695
73		137171		306649		47712
74		137148		306736		47719
75		137131		306799		47717
76		137112		306871		47719
77		137108		306935		47719
78		137109		307005		47719
79		137104		307076		47730
80		137097		307142		47725
81		137080		307202		47723
82		137071		307255		47722
83		137074		307316		47720
84		137063		307371		47725
85		137061		307428		47720
86		137042		307478		47716
87		137026		307527		47716
88		137016		307557		47724
89		137016		307581		47720
90		137014		307604		47718
91		136999		307630		47717
92		136987		307653		47718
93		136983		307676		47716
94		136975		307695		47709
95		136975		307723		47720
96		136969		307745		47714
97		136964		307768		47715
98		136964		307797		47719
99		136956		307823		47719
100		136948		307846		47713
101		136946		307867		47709
102		136940		307899		47710
103		136938		307918		47713
104		136938		307938		47710
105		136947		307960		47707
106		136942		307983		47709
107		136941		308003		47712
108		136933		308024		47720
109		136928		308037		47717
110		136926		308054		47716
111		136927		308079		47713
112		136917		308108		47715
113		136919		308125		47716
114		136913		308144		47711
115		136911		308154		47712
116		136909		308172		47715
117		136905		308190		47714
118		136898		308207		47714
119		136896		308223		47717
120		136897		308250		47717
